module_code,presentation_code,assessment_id,assessment_type,assessment_due_day,assessment_weight,student_id,date_submitted,raw_score,submission_delay_days,is_passed
BBB,2013B,14993,CMA,124,1.00,511693,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,512242,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,512911,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,512929,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,512995,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,513093,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,513210,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,513315,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,513733,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,513757,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,513881,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,514140,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,514981,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,514987,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,515105,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,515311,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,515474,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,515959,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,516057,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,516432,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,516456,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,516529,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,516841,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,517043,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,517474,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,517617,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,517778,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,517890,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,518189,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,518469,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,518876,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,518879,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,518970,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,519387,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,519800,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,520836,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,521096,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,521394,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,521430,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,521764,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,522090,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,522249,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,522373,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,522383,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,523012,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,523596,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,523630,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,523672,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,523966,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,524452,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,525501,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,525520,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,525683,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,525942,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,526200,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,526370,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,527020,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,527164,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,527227,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,527886,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,527980,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,528250,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,528261,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,528353,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,528649,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,528698,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,528904,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,529065,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,529174,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,529452,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,529502,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,530065,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,530226,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,530493,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,530669,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,530987,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,531427,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,532140,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,532500,126,20.00,2,false
BBB,2013B,14993,CMA,124,1.00,532534,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,532665,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,532839,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,532886,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,532950,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,533324,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,533347,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,533545,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,533722,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,533839,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534051,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534086,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534343,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534360,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534373,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534432,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534652,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534698,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534709,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534744,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,534765,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534983,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,534991,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535012,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,535140,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535145,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,535155,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,535328,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535407,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535468,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535530,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535605,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535755,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,535760,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,535773,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,535800,128,60.00,4,true
BBB,2013B,14993,CMA,124,1.00,535807,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,535820,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536112,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536189,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536203,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536205,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,536442,126,20.00,2,false
BBB,2013B,14993,CMA,124,1.00,536452,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536722,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536726,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,536900,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537162,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537193,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537255,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537259,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537342,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537414,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,537434,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,537464,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537473,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,537488,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537558,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537572,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537679,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,537688,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537704,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,537875,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537898,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,537905,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,538221,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,538897,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,538942,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,538987,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539056,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,539232,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539265,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,539303,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539365,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539385,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539418,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539558,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,539572,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,539737,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,539962,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,540055,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540184,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540511,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,540513,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,540530,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,540607,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540614,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,540656,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540750,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540780,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,540826,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541013,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,541073,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541113,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541231,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,541232,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541363,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,541523,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541697,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541706,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541763,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,541764,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541794,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,541803,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541808,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,541822,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,541832,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,541973,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,542084,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,542259,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,542613,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,542745,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,542748,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,543124,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,543165,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,543180,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,543351,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,543356,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,543473,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,543533,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,543630,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,543719,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,543853,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,544017,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544186,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,544351,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,544455,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544500,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544519,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544532,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,544627,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544632,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,544642,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544741,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544848,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,544859,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,544881,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544890,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,544989,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,545041,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,545191,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,545223,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,545340,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,545392,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,545480,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,545658,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,545697,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,545702,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,545725,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,545803,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,546052,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546157,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546322,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,546407,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546428,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546500,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,546533,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,546609,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546632,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,546685,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,546749,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546837,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546843,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546909,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,546921,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,546958,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547192,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547390,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547403,128,80.00,4,true
BBB,2013B,14993,CMA,124,1.00,547427,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,547466,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,547689,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547690,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,547697,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547757,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,547841,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547873,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,547892,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,547902,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,547903,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548090,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548124,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548241,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548255,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548275,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,548334,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548439,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548488,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548504,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548617,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548714,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548744,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548791,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548834,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548838,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548839,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548843,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548871,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548884,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,548885,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548921,126,80.00,2,true
BBB,2013B,14993,CMA,124,1.00,548935,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,548954,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549047,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549158,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,549196,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549261,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549391,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549568,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,549651,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,549732,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549754,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549862,126,100.00,2,true
BBB,2013B,14993,CMA,124,1.00,549873,126,40.00,2,true
BBB,2013B,14993,CMA,124,1.00,550077,126,60.00,2,true
BBB,2013B,14993,CMA,124,1.00,550098,126,80.00,2,true
FFF,2014B,34886,TMA,24,12.50,2585330,23,84.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2589352,23,96.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2590531,23,76.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2595058,27,84.00,3,true
FFF,2014B,34886,TMA,24,12.50,2604975,23,90.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2606636,23,84.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2606890,20,76.00,-4,true
FFF,2014B,34886,TMA,24,12.50,2609955,24,80.00,0,true
FFF,2014B,34886,TMA,24,12.50,2616978,24,90.00,0,true
FFF,2014B,34886,TMA,24,12.50,2619719,23,60.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2620930,23,98.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2630284,49,68.00,25,true
FFF,2014B,34886,TMA,24,12.50,2634654,23,64.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2659650,19,96.00,-5,true
FFF,2014B,34886,TMA,24,12.50,2661827,23,82.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2666213,22,76.00,-2,true
FFF,2014B,34886,TMA,24,12.50,2666831,14,76.00,-10,true
FFF,2014B,34886,TMA,24,12.50,2667478,24,100.00,0,true
FFF,2014B,34886,TMA,24,12.50,2674773,45,80.00,21,true
FFF,2014B,34886,TMA,24,12.50,2681270,23,96.00,-1,true
FFF,2014B,34886,TMA,24,12.50,2684417,25,88.00,1,true
FFF,2014B,34886,TMA,24,12.50,2689210,5,56.00,-19,true
FFF,2014B,34886,TMA,24,12.50,2697630,26,90.00,2,true
FFF,2014B,34886,TMA,24,12.50,2697885,23,82.00,-1,true
FFF,2014B,34886,TMA,24,12.50,26211,22,84.00,-2,true
FFF,2014B,34886,TMA,24,12.50,27189,24,52.00,0,true
FFF,2014B,34886,TMA,24,12.50,27683,24,64.00,0,true
FFF,2014B,34886,TMA,24,12.50,28808,24,80.00,0,true
FFF,2014B,34886,TMA,24,12.50,28897,23,86.00,-1,true
FFF,2014B,34886,TMA,24,12.50,30531,21,88.00,-3,true
FFF,2014B,34886,TMA,24,12.50,34293,19,72.00,-5,true
FFF,2014B,34886,TMA,24,12.50,36347,23,84.00,-1,true
FFF,2014B,34886,TMA,24,12.50,39882,23,90.00,-1,true
FFF,2014B,34886,TMA,24,12.50,42746,22,96.00,-2,true
FFF,2014B,34886,TMA,24,12.50,46148,23,84.00,-1,true
FFF,2014B,34886,TMA,24,12.50,48635,23,76.00,-1,true
FFF,2014B,34886,TMA,24,12.50,53136,23,70.00,-1,true
FFF,2014B,34886,TMA,24,12.50,53709,-1,86.00,-25,true
FFF,2014B,34886,TMA,24,12.50,54867,23,74.00,-1,true
FFF,2014B,34886,TMA,24,12.50,67986,23,72.00,-1,true
FFF,2014B,34886,TMA,24,12.50,72114,24,76.00,0,true
FFF,2014B,34886,TMA,24,12.50,74521,23,56.00,-1,true
FFF,2014B,34886,TMA,24,12.50,74524,39,86.00,15,true
FFF,2014B,34886,TMA,24,12.50,77845,24,66.00,0,true
FFF,2014B,34886,TMA,24,12.50,77998,-1,76.00,-25,true
FFF,2014B,34886,TMA,24,12.50,79683,24,66.00,0,true
FFF,2014B,34886,TMA,24,12.50,82201,31,68.00,7,true
FFF,2014B,34886,TMA,24,12.50,83603,24,84.00,0,true
FFF,2014B,34886,TMA,24,12.50,84299,23,98.00,-1,true
FFF,2014B,34886,TMA,24,12.50,85874,23,78.00,-1,true
FFF,2014B,34886,TMA,24,12.50,99670,5,94.00,-19,true
FFF,2014B,34886,TMA,24,12.50,101634,23,92.00,-1,true
FFF,2014B,34886,TMA,24,12.50,104316,24,98.00,0,true
FFF,2014B,34886,TMA,24,12.50,108207,23,96.00,-1,true
FFF,2014B,34886,TMA,24,12.50,108822,21,100.00,-3,true
FFF,2014B,34886,TMA,24,12.50,108949,24,80.00,0,true
FFF,2014B,34886,TMA,24,12.50,110529,23,72.00,-1,true
FFF,2014B,34886,TMA,24,12.50,116621,23,84.00,-1,true
FFF,2014B,34886,TMA,24,12.50,117510,17,92.00,-7,true
FFF,2014B,34886,TMA,24,12.50,128132,23,86.00,-1,true
FFF,2014B,34886,TMA,24,12.50,128968,24,78.00,0,true
FFF,2014B,34886,TMA,24,12.50,130992,21,82.00,-3,true
FFF,2014B,34886,TMA,24,12.50,131538,23,90.00,-1,true
FFF,2014B,34886,TMA,24,12.50,132157,22,82.00,-2,true
FFF,2014B,34886,TMA,24,12.50,132477,23,74.00,-1,true
FFF,2014B,34886,TMA,24,12.50,133104,24,84.00,0,true
FFF,2014B,34886,TMA,24,12.50,133322,22,84.00,-2,true
FFF,2014B,34886,TMA,24,12.50,134847,-1,62.00,-25,true
FFF,2014B,34886,TMA,24,12.50,134851,27,88.00,3,true
FFF,2014B,34886,TMA,24,12.50,136054,21,82.00,-3,true
FFF,2014B,34886,TMA,24,12.50,136944,24,82.00,0,true
FFF,2014B,34886,TMA,24,12.50,141430,21,78.00,-3,true
FFF,2014B,34886,TMA,24,12.50,150121,23,50.00,-1,true
FFF,2014B,34886,TMA,24,12.50,152626,23,78.00,-1,true
FFF,2014B,34886,TMA,24,12.50,153611,23,82.00,-1,true
FFF,2014B,34886,TMA,24,12.50,155158,22,78.00,-2,true
FFF,2014B,34886,TMA,24,12.50,160472,20,88.00,-4,true
FFF,2014B,34886,TMA,24,12.50,163332,25,38.00,1,false
FFF,2014B,34886,TMA,24,12.50,163962,24,0.00,0,false
FFF,2014B,34886,TMA,24,12.50,167106,31,50.00,7,true
FFF,2014B,34886,TMA,24,12.50,178179,24,92.00,0,true
FFF,2014B,34886,TMA,24,12.50,179081,23,68.00,-1,true
FFF,2014B,34886,TMA,24,12.50,181719,23,76.00,-1,true
FFF,2014B,34886,TMA,24,12.50,183429,24,78.00,0,true
FFF,2014B,34886,TMA,24,12.50,190418,22,90.00,-2,true
FFF,2014B,34886,TMA,24,12.50,190930,24,78.00,0,true
FFF,2014B,34886,TMA,24,12.50,191590,22,80.00,-2,true
FFF,2014B,34886,TMA,24,12.50,195515,20,98.00,-4,true
FFF,2014B,34886,TMA,24,12.50,197538,24,86.00,0,true
FFF,2014B,34886,TMA,24,12.50,203568,22,82.00,-2,true
FFF,2014B,34886,TMA,24,12.50,227297,21,76.00,-3,true
FFF,2014B,34886,TMA,24,12.50,228138,22,84.00,-2,true
FFF,2014B,34886,TMA,24,12.50,228258,23,78.00,-1,true
FFF,2014B,34886,TMA,24,12.50,228729,22,82.00,-2,true
FFF,2014B,34886,TMA,24,12.50,232286,22,68.00,-2,true
FFF,2014B,34886,TMA,24,12.50,234796,23,82.00,-1,true
FFF,2014B,34886,TMA,24,12.50,237182,22,80.00,-2,true
FFF,2014B,34886,TMA,24,12.50,237370,72,66.00,48,true
FFF,2014B,34886,TMA,24,12.50,239345,23,92.00,-1,true
FFF,2014B,34886,TMA,24,12.50,242254,29,76.00,5,true
FFF,2014B,34886,TMA,24,12.50,242998,19,98.00,-5,true
FFF,2014B,34886,TMA,24,12.50,244961,23,96.00,-1,true
FFF,2014B,34886,TMA,24,12.50,251375,23,80.00,-1,true
FFF,2014B,34886,TMA,24,12.50,255878,23,98.00,-1,true
FFF,2014B,34886,TMA,24,12.50,256740,21,84.00,-3,true
FFF,2014B,34886,TMA,24,12.50,257104,19,82.00,-5,true
FFF,2014B,34886,TMA,24,12.50,258737,24,76.00,0,true
FFF,2014B,34886,TMA,24,12.50,260062,24,76.00,0,true
FFF,2014B,34886,TMA,24,12.50,261265,24,74.00,0,true
FFF,2014B,34886,TMA,24,12.50,264298,22,88.00,-2,true
FFF,2014B,34886,TMA,24,12.50,266536,21,94.00,-3,true
